Name,League,Team,Stat,Versus,Prizepicks,Odds Type
Jarren Duran,MLB,BOS,Home Runs,TEX,0.5,demon
Matt McLain,MLB,CIN,Runs,SF,0.5,standard
Matt McLain,MLB,CIN,Hits+Runs+RBIs,SF,1.5,standard
Jonah Heim,MLB,TEX,Home Runs,BOS,0.5,demon
Mike Yastrzemski,MLB,SF,Total Bases,CIN,0.5,standard
Josh Jung,MLB,TEX,Home Runs,BOS,0.5,demon
TJ Friedl,MLB,CIN,Runs,SF,0.5,standard
TJ Friedl,MLB,CIN,Hits+Runs+RBIs,SF,1.5,standard
Kristian Campbell,MLB,BOS,Home Runs,TEX,0.5,demon
Jung Hoo Lee,MLB,SF,Hits+Runs+RBIs,CIN,1.5,standard
Marcus Semien,MLB,TEX,Home Runs,BOS,0.5,demon
Valente Bellozo,MLB,MIA,Hits Allowed,PIT,6.5,demon
Bailey Falter,MLB,PIT,Pitcher Strikeouts,MIA,5.5,demon
Valente Bellozo,MLB,MIA,Pitcher Strikeouts,PIT,4.5,demon
Valente Bellozo,MLB,MIA,Pitcher Strikeouts,PIT,2.5,goblin
Valente Bellozo,MLB,MIA,Pitcher Strikeouts,PIT,5.5,demon
Gavin Lux,MLB,CIN,Hits+Runs+RBIs,SF,1.5,standard
Bailey Falter,MLB,PIT,Earned Runs Allowed,MIA,1.5,goblin
Bailey Falter,MLB,PIT,Hits Allowed,MIA,3.5,goblin
Bailey Falter,MLB,PIT,Hits Allowed,MIA,6.5,demon
Bailey Falter,MLB,PIT,Pitcher Strikeouts,MIA,4.5,demon
Valente Bellozo,MLB,MIA,Hits Allowed,PIT,3.5,goblin
Bailey Falter,MLB,PIT,Pitcher Strikeouts,MIA,2.5,goblin
Bailey Falter,MLB,PIT,Hits Allowed,MIA,5.5,demon
Bailey Falter,MLB,PIT,Earned Runs Allowed,MIA,2.5,demon
Valente Bellozo,MLB,MIA,Hits Allowed,PIT,5.5,demon
Valente Bellozo,MLB,MIA,Earned Runs Allowed,PIT,3.5,demon
Rafael Devers,MLB,BOS,Home Runs,TEX,0.5,demon
Trevor Story,MLB,BOS,Home Runs,TEX,0.5,demon
Jeimer Candelario,MLB,CIN,Hits+Runs+RBIs,SF,1.5,standard
Triston Casas,MLB,BOS,Home Runs,TEX,0.5,demon
Wilyer Abreu,MLB,BOS,Home Runs,TEX,0.5,demon
Wyatt Langford,MLB,TEX,Home Runs,BOS,0.5,demon
Willy Adames,MLB,SF,Runs,CIN,0.5,standard
Austin Riley,MLB,ATL,Home Runs,SD,0.5,demon
Brandon Nimmo,MLB,NYM,Home Runs,HOU,0.5,demon
Brett Baty,MLB,NYM,Home Runs,HOU,0.5,demon
Christian Walker,MLB,HOU,Home Runs,NYM,0.5,demon
Fernando Tatis Jr.,MLB,SD,Home Runs,ATL,0.5,demon
Jung Hoo Lee,MLB,SF,Runs,CIN,1.5,demon
Spencer Steer,MLB,CIN,RBIs,SF,0.5,demon
Matt McLain,MLB,CIN,Hits+Runs+RBIs,SF,2.5,demon
Mike Yastrzemski,MLB,SF,Total Bases,CIN,2.5,demon
Spencer Steer,MLB,CIN,Doubles,SF,0.5,demon
Jeimer Candelario,MLB,CIN,Total Bases,SF,2.5,demon
Jake Fraley,MLB,CIN,Total Bases,SF,0.5,goblin
Patrick Bailey,MLB,SF,Total Bases,CIN,1.5,demon
Elly De La Cruz,MLB,CIN,Runs,SF,1.5,demon
Jung Hoo Lee,MLB,SF,Total Bases,CIN,2.5,demon
Jake Fraley,MLB,CIN,RBIs,SF,0.5,demon
Luis Matos,MLB,SF,Runs,CIN,0.5,demon
Tyler Fitzgerald,MLB,SF,Walks,CIN,0.5,demon
Heliot Ramos,MLB,SF,Total Bases,CIN,0.5,goblin
Wilmer Flores,MLB,SF,Hits,CIN,1.5,demon
Heliot Ramos,MLB,SF,Walks,CIN,0.5,demon
Luis Matos,MLB,SF,Total Bases,CIN,0.5,goblin
Jung Hoo Lee,MLB,SF,Total Bases,CIN,0.5,goblin
Patrick Bailey,MLB,SF,Total Bases,CIN,0.5,goblin
Luis Matos,MLB,SF,Hits+Runs+RBIs,CIN,0.5,goblin
Matt Chapman,MLB,SF,Total Bases,CIN,4.5,demon
Wilmer Flores,MLB,SF,Walks,CIN,0.5,demon
Jung Hoo Lee,MLB,SF,Total Bases,CIN,3.5,demon
Jung Hoo Lee,MLB,SF,Hits,CIN,1.5,demon
Christian Encarnacion-Strand,MLB,CIN,Total Bases,SF,3.5,demon
Matt Chapman,MLB,SF,Doubles,CIN,0.5,demon
TJ Friedl,MLB,CIN,Walks,SF,0.5,demon
Tyler Fitzgerald,MLB,SF,RBIs,CIN,1.5,demon
Matt Chapman,MLB,SF,Total Bases,CIN,3.5,demon
Patrick Bailey,MLB,SF,Walks,CIN,0.5,demon
Elly De La Cruz,MLB,CIN,RBIs,SF,0.5,demon
Jake Fraley,MLB,CIN,Hits+Runs+RBIs,SF,0.5,goblin
Jake Fraley,MLB,CIN,Hits,SF,1.5,demon
Wilmer Flores,MLB,SF,Hits,CIN,0.5,goblin
Patrick Bailey,MLB,SF,Runs,CIN,0.5,demon
TJ Friedl,MLB,CIN,Hits,SF,1.5,demon
Jung Hoo Lee,MLB,SF,Doubles,CIN,0.5,demon
Tyler Fitzgerald,MLB,SF,Singles,CIN,0.5,demon
Tyler Fitzgerald,MLB,SF,Total Bases,CIN,1.5,demon
Christian Encarnacion-Strand,MLB,CIN,RBIs,SF,1.5,demon
Tyler Fitzgerald,MLB,SF,Doubles,CIN,0.5,demon
Patrick Bailey,MLB,SF,Doubles,CIN,0.5,demon
Jake Fraley,MLB,CIN,RBIs,SF,1.5,demon
Spencer Steer,MLB,CIN,Total Bases,SF,2.5,demon
Spencer Steer,MLB,CIN,Runs,SF,1.5,demon
Heliot Ramos,MLB,SF,Total Bases,CIN,5.5,demon
Jeimer Candelario,MLB,CIN,Hits+Runs+RBIs,SF,2.5,demon
Tyler Fitzgerald,MLB,SF,Runs,CIN,0.5,demon
Matt Chapman,MLB,SF,Total Bases,CIN,0.5,goblin
Matt McLain,MLB,CIN,Doubles,SF,0.5,demon
Jung Hoo Lee,MLB,SF,Walks,CIN,0.5,demon
Spencer Steer,MLB,CIN,Total Bases,SF,0.5,goblin
Mike Yastrzemski,MLB,SF,Hits,CIN,1.5,demon
Wilmer Flores,MLB,SF,Hits+Runs+RBIs,CIN,2.5,demon
TJ Friedl,MLB,CIN,Hits,SF,0.5,goblin
Jung Hoo Lee,MLB,SF,Hits,CIN,0.5,goblin
Jeimer Candelario,MLB,CIN,Doubles,SF,0.5,demon
Jeimer Candelario,MLB,CIN,Total Bases,SF,3.5,demon
Elly De La Cruz,MLB,CIN,Total Bases,SF,4.5,demon
Matt Chapman,MLB,SF,Hits,CIN,1.5,demon
Matt Chapman,MLB,SF,Total Bases,CIN,2.5,demon
Jeimer Candelario,MLB,CIN,Hits,SF,1.5,demon
Heliot Ramos,MLB,SF,RBIs,CIN,0.5,demon
Mike Yastrzemski,MLB,SF,Total Bases,CIN,3.5,demon
TJ Friedl,MLB,CIN,RBIs,SF,0.5,demon
Tyler Fitzgerald,MLB,SF,Total Bases,CIN,2.5,demon
Jeimer Candelario,MLB,CIN,Hits,SF,0.5,goblin
Heliot Ramos,MLB,SF,Hits,CIN,1.5,demon
Wilmer Flores,MLB,SF,Doubles,CIN,0.5,demon
Jake Fraley,MLB,CIN,Doubles,SF,0.5,demon
Matt Chapman,MLB,SF,Runs,CIN,1.5,demon
Jeimer Candelario,MLB,CIN,Walks,SF,0.5,demon
TJ Friedl,MLB,CIN,Total Bases,SF,4.5,demon
Tyler Fitzgerald,MLB,SF,Hits,CIN,1.5,demon
Matt Chapman,MLB,SF,Hits,CIN,0.5,goblin
Jeimer Candelario,MLB,CIN,RBIs,SF,0.5,demon
TJ Friedl,MLB,CIN,Hits+Runs+RBIs,SF,2.5,demon
Matt McLain,MLB,CIN,Total Bases,SF,3.5,demon
Jung Hoo Lee,MLB,SF,Singles,CIN,1.5,demon
Zack Littell,MLB,TB,Pitcher Strikeouts,COL,5.5,standard
Spencer Steer,MLB,CIN,Hits,SF,1.5,demon
Patrick Bailey,MLB,SF,Hits,CIN,0.5,goblin
Heliot Ramos,MLB,SF,Total Bases,CIN,4.5,demon
Jake Fraley,MLB,CIN,Total Bases,SF,2.5,demon
Matt McLain,MLB,CIN,Runs,SF,1.5,demon
Luis Matos,MLB,SF,RBIs,CIN,0.5,demon
Heliot Ramos,MLB,SF,Total Bases,CIN,2.5,demon
Heliot Ramos,MLB,SF,Hits,CIN,0.5,goblin
Elly De La Cruz,MLB,CIN,RBIs,SF,1.5,demon
Jake Fraley,MLB,CIN,Total Bases,SF,3.5,demon
Elly De La Cruz,MLB,CIN,Total Bases,SF,0.5,goblin
Jeimer Candelario,MLB,CIN,Total Bases,SF,4.5,demon
Wilmer Flores,MLB,SF,RBIs,CIN,1.5,demon
Wilmer Flores,MLB,SF,Total Bases,CIN,3.5,demon
Spencer Steer,MLB,CIN,RBIs,SF,1.5,demon
Christian Encarnacion-Strand,MLB,CIN,RBIs,SF,0.5,demon
Jung Hoo Lee,MLB,SF,RBIs,CIN,0.5,demon
Jung Hoo Lee,MLB,SF,RBIs,CIN,1.5,demon
Christian Encarnacion-Strand,MLB,CIN,Hits,SF,0.5,goblin
Jeimer Candelario,MLB,CIN,Total Bases,SF,1.5,demon
Patrick Bailey,MLB,SF,RBIs,CIN,0.5,demon
Jeimer Candelario,MLB,CIN,Total Bases,SF,0.5,goblin
Christian Encarnacion-Strand,MLB,CIN,Total Bases,SF,4.5,demon
Christian Encarnacion-Strand,MLB,CIN,Total Bases,SF,2.5,demon
Elly De La Cruz,MLB,CIN,Hits,SF,1.5,demon
Elly De La Cruz,MLB,CIN,Doubles,SF,0.5,demon
Matt Chapman,MLB,SF,RBIs,CIN,1.5,demon
TJ Friedl,MLB,CIN,Runs,SF,1.5,demon
Elly De La Cruz,MLB,CIN,Total Bases,SF,3.5,demon
Jeimer Candelario,MLB,CIN,RBIs,SF,1.5,demon
Heliot Ramos,MLB,SF,RBIs,CIN,1.5,demon
Luis Matos,MLB,SF,Total Bases,CIN,3.5,demon
Luis Matos,MLB,SF,Walks,CIN,0.5,demon
Matt McLain,MLB,CIN,Total Bases,SF,2.5,demon
Matt McLain,MLB,CIN,Total Bases,SF,4.5,demon
Luis Matos,MLB,SF,Hits,CIN,0.5,goblin
Spencer Steer,MLB,CIN,Total Bases,SF,3.5,demon
Zack Littell,MLB,TB,Hits Allowed,COL,4.5,standard
Jung Hoo Lee,MLB,SF,Hits+Runs+RBIs,CIN,2.5,demon
Matt McLain,MLB,CIN,Hits,SF,1.5,demon
Wilmer Flores,MLB,SF,RBIs,CIN,0.5,demon
Tyler Fitzgerald,MLB,SF,RBIs,CIN,0.5,demon
Matt McLain,MLB,CIN,Total Bases,SF,0.5,goblin
Jake Fraley,MLB,CIN,Total Bases,SF,1.5,demon
Luis Matos,MLB,SF,Total Bases,CIN,2.5,demon
Patrick Bailey,MLB,SF,RBIs,CIN,1.5,demon
Elly De La Cruz,MLB,CIN,Total Bases,SF,2.5,demon
Luis Matos,MLB,SF,Hits,CIN,1.5,demon
Zack Littell,MLB,TB,Pitching Outs,COL,15.5,standard
Matt McLain,MLB,CIN,RBIs,SF,0.5,demon
Spencer Steer,MLB,CIN,Hits,SF,0.5,goblin
Christian Encarnacion-Strand,MLB,CIN,Doubles,SF,0.5,demon
Christian Encarnacion-Strand,MLB,CIN,Walks,SF,0.5,demon
Heliot Ramos,MLB,SF,Runs,CIN,1.5,demon
Patrick Bailey,MLB,SF,Total Bases,CIN,2.5,demon
Jung Hoo Lee,MLB,SF,Total Bases,CIN,1.5,demon
TJ Friedl,MLB,CIN,Total Bases,SF,3.5,demon
Patrick Bailey,MLB,SF,Hits,CIN,1.5,demon
Christian Encarnacion-Strand,MLB,CIN,Hits+Runs+RBIs,SF,2.5,demon
Luis Matos,MLB,SF,Total Bases,CIN,1.5,demon
TJ Friedl,MLB,CIN,Total Bases,SF,0.5,goblin
Mike Yastrzemski,MLB,SF,Total Bases,CIN,1.5,demon
Matt McLain,MLB,CIN,Walks,SF,0.5,demon
TJ Friedl,MLB,CIN,Doubles,SF,0.5,demon
Matt McLain,MLB,CIN,Hits,SF,0.5,goblin
Jake Fraley,MLB,CIN,Walks,SF,0.5,demon
Heliot Ramos,MLB,SF,Hits,CIN,2.5,demon
Jake Fraley,MLB,CIN,Runs,SF,0.5,demon
Patrick Bailey,MLB,SF,Hits+Runs+RBIs,CIN,0.5,goblin
Wilmer Flores,MLB,SF,Runs,CIN,0.5,demon
Matt McLain,MLB,CIN,RBIs,SF,1.5,demon
Christian Encarnacion-Strand,MLB,CIN,Total Bases,SF,0.5,goblin
Jake Fraley,MLB,CIN,Hits,SF,0.5,goblin
Luis Matos,MLB,SF,RBIs,CIN,1.5,demon
Christian Encarnacion-Strand,MLB,CIN,Hits,SF,1.5,demon
TJ Friedl,MLB,CIN,RBIs,SF,1.5,demon
TJ Friedl,MLB,CIN,Total Bases,SF,2.5,demon
Patrick Bailey,MLB,SF,Total Bases,CIN,3.5,demon
Wilmer Flores,MLB,SF,Total Bases,CIN,0.5,goblin
Heliot Ramos,MLB,SF,Total Bases,CIN,3.5,demon
Tyler Fitzgerald,MLB,SF,Total Bases,CIN,3.5,demon
Elly De La Cruz,MLB,CIN,Hits+Runs+RBIs,SF,2.5,demon
Matt Chapman,MLB,SF,Total Bases,CIN,5.5,demon
Wilmer Flores,MLB,SF,Total Bases,CIN,2.5,demon
Wilmer Flores,MLB,SF,Total Bases,CIN,1.5,demon
Heliot Ramos,MLB,SF,Doubles,CIN,0.5,demon
Tyler Fitzgerald,MLB,SF,Hits+Runs+RBIs,CIN,0.5,goblin
Luis Matos,MLB,SF,Doubles,CIN,0.5,demon
Elly De La Cruz,MLB,CIN,Hits,SF,0.5,goblin
Francisco Lindor,MLB,NYM,Home Runs,HOU,0.5,demon
Nick Lodolo,MLB,CIN,Pitcher Fantasy Score,SF,27.5,standard
Jackson Merrill,MLB,SD,Home Runs,ATL,0.5,demon
Junior Caminero,MLB,TB,Hits+Runs+RBIs,COL,1.5,standard
Jake Cronenworth,MLB,SD,Home Runs,ATL,0.5,demon
Jordan Beck,MLB,COL,Total Bases,TB,0.5,standard
Jarred Kelenic,MLB,ATL,Home Runs,SD,0.5,demon
Brandon Lowe,MLB,TB,Hits+Runs+RBIs,COL,1.5,standard
Jason Heyward,MLB,SD,Home Runs,ATL,0.5,demon
Brenton Doyle,MLB,COL,Hits+Runs+RBIs,TB,1.5,standard
Jeremy Peña,MLB,HOU,Home Runs,NYM,0.5,demon
Christopher Morel,MLB,TB,Hits+Runs+RBIs,COL,1.5,standard
Jesse Winker,MLB,NYM,Home Runs,HOU,0.5,demon
Ezequiel Tovar,MLB,COL,Hits+Runs+RBIs,TB,1.5,standard
Jose Altuve,MLB,HOU,Home Runs,NYM,0.5,demon
Jonathan Aranda,MLB,TB,Hits+Runs+RBIs,COL,1.5,standard
Jose Siri,MLB,NYM,Home Runs,HOU,0.5,demon
Juan Soto,MLB,NYM,Home Runs,HOU,0.5,demon
Nick Lodolo,MLB,CIN,Walks Allowed,SF,2.5,demon
Nick Lodolo,MLB,CIN,Walks Allowed,SF,1.5,goblin
Justin Verlander,MLB,SF,Hits Allowed,CIN,6.5,demon
Justin Verlander,MLB,SF,Pitcher Strikeouts,CIN,5.5,demon
Nick Lodolo,MLB,CIN,Hits Allowed,SF,5.5,demon
Nick Lodolo,MLB,CIN,Hits Allowed,SF,6.5,demon
Justin Verlander,MLB,SF,Pitcher Strikeouts,CIN,6.5,demon
Nick Lodolo,MLB,CIN,Pitcher Strikeouts,SF,8.5,demon
Nick Lodolo,MLB,CIN,Earned Runs Allowed,SF,1.5,goblin
Nick Lodolo,MLB,CIN,Pitcher Strikeouts,SF,4.5,goblin
Nick Lodolo,MLB,CIN,Pitcher Strikeouts,SF,6.5,demon
Nick Lodolo,MLB,CIN,Pitcher Strikeouts,SF,7.5,demon
Justin Verlander,MLB,SF,Hits Allowed,CIN,3.5,goblin
Justin Verlander,MLB,SF,Earned Runs Allowed,CIN,3.5,demon
Justin Verlander,MLB,SF,Pitcher Strikeouts,CIN,3.5,goblin
Justin Verlander,MLB,SF,Pitcher Strikeouts,CIN,7.5,demon
Jurickson Profar,MLB,ATL,Home Runs,SD,0.5,demon
Manny Machado,MLB,SD,Home Runs,ATL,0.5,demon
Marcell Ozuna,MLB,ATL,Home Runs,SD,0.5,demon
Mark Vientos,MLB,NYM,Home Runs,HOU,0.5,demon
Matt Olson,MLB,ATL,Home Runs,SD,0.5,demon
Michael Harris II,MLB,ATL,Home Runs,SD,0.5,demon
Orlando Arcia,MLB,ATL,Home Runs,SD,0.5,demon
Ozzie Albies,MLB,ATL,Home Runs,SD,0.5,demon
Pete Alonso,MLB,NYM,Home Runs,HOU,0.5,demon
Yainer Diaz,MLB,HOU,Home Runs,NYM,0.5,demon
Jonathan India,MLB,KC,Hits,CLE,1.5,demon
Jonathan India,MLB,KC,Hits,CLE,0.5,goblin
Jonathan India,MLB,KC,Runs,CLE,1.5,demon
Kyle Manzardo,MLB,CLE,Hits,KC,1.5,demon
Jonathan India,MLB,KC,Hitter Strikeouts,CLE,0.5,goblin
Michael Massey,MLB,KC,RBIs,CLE,1.5,demon
Gavin Williams,MLB,CLE,Pitcher Fantasy Score,KC,23.5,standard
Jonathan India,MLB,KC,Total Bases,CLE,0.5,goblin
Hunter Renfroe,MLB,KC,RBIs,CLE,1.5,demon
Jonathan India,MLB,KC,Total Bases,CLE,1.5,demon
Jonathan India,MLB,KC,Stolen Bases,CLE,0.5,demon
Hunter Renfroe,MLB,KC,RBIs,CLE,0.5,demon
José Ramírez,MLB,CLE,Hits,KC,1.5,demon
Jonathan India,MLB,KC,RBIs,CLE,0.5,demon
Jonathan India,MLB,KC,RBIs,CLE,1.5,demon
Salvador Perez,MLB,KC,Walks,CLE,0.5,demon
José Ramírez,MLB,CLE,Doubles,KC,0.5,demon
José Ramírez,MLB,CLE,Hits,KC,0.5,goblin
Steven Kwan,MLB,CLE,Walks,KC,0.5,demon
Salvador Perez,MLB,KC,Total Bases,CLE,0.5,goblin
Hunter Renfroe,MLB,KC,Hits,CLE,1.5,demon
Vinnie Pasquantino,MLB,KC,Total Bases,CLE,3.5,demon
Jonathan India,MLB,KC,Home Runs,CLE,0.5,demon
Vinnie Pasquantino,MLB,KC,Total Bases,CLE,2.5,demon
Jonathan India,MLB,KC,Doubles,CLE,0.5,demon
Seth Lugo,MLB,KC,Pitcher Strikeouts,CLE,5.5,demon
Hunter Renfroe,MLB,KC,Total Bases,CLE,3.5,demon
Steven Kwan,MLB,CLE,Hits,KC,1.5,demon
Kyle Isbel,MLB,KC,Total Bases,CLE,1.5,demon
Salvador Perez,MLB,KC,Hits,CLE,1.5,demon
Vinnie Pasquantino,MLB,KC,Hits,CLE,0.5,goblin
Steven Kwan,MLB,CLE,Hits,KC,2.5,demon
Seth Lugo,MLB,KC,Pitching Outs,CLE,16.5,standard
José Ramírez,MLB,CLE,RBIs,KC,0.5,demon
José Ramírez,MLB,CLE,Total Bases,KC,0.5,goblin
José Ramírez,MLB,CLE,Home Runs,KC,0.5,demon
Kyle Isbel,MLB,KC,Doubles,CLE,0.5,demon
José Ramírez,MLB,CLE,Stolen Bases,KC,0.5,demon
Hunter Renfroe,MLB,KC,Doubles,CLE,0.5,demon
Hunter Renfroe,MLB,KC,Home Runs,CLE,0.5,demon
Kyle Isbel,MLB,KC,Hits,CLE,1.5,demon
Bo Naylor,MLB,CLE,Total Bases,KC,1.5,demon
Kyle Isbel,MLB,KC,Runs,CLE,0.5,demon
José Ramírez,MLB,CLE,Walks,KC,0.5,demon
Seth Lugo,MLB,KC,Pitcher Strikeouts,CLE,6.5,demon
Kyle Isbel,MLB,KC,RBIs,CLE,0.5,demon
Kyle Isbel,MLB,KC,Total Bases,CLE,3.5,demon
Kyle Isbel,MLB,KC,Walks,CLE,0.5,demon
Kyle Isbel,MLB,KC,Stolen Bases,CLE,0.5,demon
Jonathan India,MLB,KC,Total Bases,CLE,2.5,demon
Kyle Isbel,MLB,KC,Total Bases,CLE,2.5,demon
Jonathan India,MLB,KC,Total Bases,CLE,3.5,demon
Kyle Manzardo,MLB,CLE,Doubles,KC,0.5,demon
José Ramírez,MLB,CLE,Total Bases,KC,3.5,demon
Lane Thomas,MLB,CLE,Hits,KC,1.5,demon
Kyle Manzardo,MLB,CLE,Hitter Strikeouts,KC,1.5,demon
Vinnie Pasquantino,MLB,KC,Home Runs,CLE,0.5,demon
Brayan Rocchio,MLB,CLE,Walks,KC,0.5,demon
Vinnie Pasquantino,MLB,KC,Walks,CLE,0.5,demon
Bo Naylor,MLB,CLE,Singles,KC,0.5,demon
Lane Thomas,MLB,CLE,Hits,KC,0.5,goblin
Seth Lugo,MLB,KC,Pitcher Strikeouts,CLE,4.5,standard
MJ Melendez,MLB,KC,RBIs,CLE,1.5,demon
MJ Melendez,MLB,KC,Home Runs,CLE,0.5,demon
MJ Melendez,MLB,KC,RBIs,CLE,0.5,demon
Kyle Manzardo,MLB,CLE,Total Bases,KC,3.5,demon
Lane Thomas,MLB,CLE,Total Bases,KC,0.5,goblin
MJ Melendez,MLB,KC,Total Bases,CLE,2.5,demon
Bobby Witt Jr.,MLB,KC,Doubles,CLE,0.5,demon
Bo Naylor,MLB,CLE,RBIs,KC,1.5,demon
Lane Thomas,MLB,CLE,Total Bases,KC,3.5,demon
Lane Thomas,MLB,CLE,Stolen Bases,KC,0.5,demon
Michael Massey,MLB,KC,Hits,CLE,1.5,demon
Steven Kwan,MLB,CLE,Total Bases,KC,3.5,demon
Steven Kwan,MLB,CLE,Total Bases,KC,2.5,demon
Bo Naylor,MLB,CLE,Hitter Strikeouts,KC,0.5,goblin
Steven Kwan,MLB,CLE,Doubles,KC,0.5,demon
Steven Kwan,MLB,CLE,Runs,KC,1.5,demon
Michael Massey,MLB,KC,Doubles,CLE,0.5,demon
Lane Thomas,MLB,CLE,Total Bases,KC,2.5,demon
Michael Massey,MLB,KC,Home Runs,CLE,0.5,demon
MJ Melendez,MLB,KC,Walks,CLE,0.5,demon
Michael Massey,MLB,KC,Total Bases,CLE,0.5,goblin
Michael Massey,MLB,KC,RBIs,CLE,0.5,demon
Salvador Perez,MLB,KC,Hitter Strikeouts,CLE,0.5,goblin
Michael Massey,MLB,KC,Walks,CLE,0.5,demon
MJ Melendez,MLB,KC,Hits,CLE,1.5,demon
Salvador Perez,MLB,KC,Doubles,CLE,0.5,demon
Steven Kwan,MLB,CLE,RBIs,KC,0.5,demon
Michael Massey,MLB,KC,Total Bases,CLE,2.5,demon
Lane Thomas,MLB,CLE,Walks,KC,0.5,demon
MJ Melendez,MLB,KC,Doubles,CLE,0.5,demon
Steven Kwan,MLB,CLE,Hits,KC,0.5,goblin
Michael Massey,MLB,KC,Total Bases,CLE,1.5,demon
Vinnie Pasquantino,MLB,KC,RBIs,CLE,1.5,demon
Vinnie Pasquantino,MLB,KC,Total Bases,CLE,0.5,goblin
Hunter Renfroe,MLB,KC,Total Bases,CLE,1.5,demon
Hunter Renfroe,MLB,KC,Total Bases,CLE,2.5,demon
Salvador Perez,MLB,KC,Total Bases,CLE,3.5,demon
Salvador Perez,MLB,KC,Total Bases,CLE,2.5,demon
Kyle Manzardo,MLB,CLE,RBIs,KC,1.5,demon
Kyle Manzardo,MLB,CLE,Home Runs,KC,0.5,demon
Salvador Perez,MLB,KC,Home Runs,CLE,0.5,demon
Kyle Manzardo,MLB,CLE,Runs,KC,0.5,demon
Kyle Manzardo,MLB,CLE,RBIs,KC,0.5,demon
Brayan Rocchio,MLB,CLE,Total Bases,KC,2.5,demon
Brayan Rocchio,MLB,CLE,Total Bases,KC,1.5,demon
Salvador Perez,MLB,KC,Hits,CLE,0.5,goblin
Bobby Witt Jr.,MLB,KC,Walks,CLE,0.5,demon
Brayan Rocchio,MLB,CLE,Doubles,KC,0.5,demon
Brayan Rocchio,MLB,CLE,Hits,KC,1.5,demon
Bo Naylor,MLB,CLE,Doubles,KC,0.5,demon
Bo Naylor,MLB,CLE,Hits,KC,1.5,demon
Bobby Witt Jr.,MLB,KC,Total Bases,CLE,3.5,demon
Bobby Witt Jr.,MLB,KC,Total Bases,CLE,2.5,demon
Bobby Witt Jr.,MLB,KC,Hits,CLE,0.5,goblin
Steven Kwan,MLB,CLE,Total Bases,KC,0.5,goblin
Bobby Witt Jr.,MLB,KC,Hits,CLE,1.5,demon
MJ Melendez,MLB,KC,Hitter Strikeouts,CLE,1.5,demon
Bobby Witt Jr.,MLB,KC,Stolen Bases,CLE,0.5,demon
Bo Naylor,MLB,CLE,Walks,KC,0.5,demon
Bobby Witt Jr.,MLB,KC,Hits,CLE,2.5,demon
Michael Massey,MLB,KC,Total Bases,CLE,3.5,demon
MJ Melendez,MLB,KC,Total Bases,CLE,3.5,demon
Bobby Witt Jr.,MLB,KC,RBIs,CLE,0.5,demon
Gavin Williams,MLB,CLE,Pitcher Strikeouts,KC,3.5,goblin
Gavin Williams,MLB,CLE,Pitcher Strikeouts,KC,5.5,demon
Brayan Rocchio,MLB,CLE,Hits+Runs+RBIs,KC,1.5,demon
Lane Thomas,MLB,CLE,Runs,KC,1.5,demon
Bobby Witt Jr.,MLB,KC,Total Bases,CLE,0.5,goblin
Hunter Renfroe,MLB,KC,Runs,CLE,0.5,demon
MJ Melendez,MLB,KC,Runs,CLE,0.5,demon
Kyle Manzardo,MLB,CLE,Walks,KC,0.5,demon
Vinnie Pasquantino,MLB,KC,Doubles,CLE,0.5,demon
Bobby Witt Jr.,MLB,KC,Runs,CLE,1.5,demon
Salvador Perez,MLB,KC,RBIs,CLE,1.5,demon
José Ramírez,MLB,CLE,Total Bases,KC,2.5,demon
Vinnie Pasquantino,MLB,KC,Hits,CLE,1.5,demon
Michael Massey,MLB,KC,Hits,CLE,0.5,goblin
Steven Kwan,MLB,CLE,Stolen Bases,KC,0.5,demon
Lane Thomas,MLB,CLE,Home Runs,KC,0.5,demon
Bo Naylor,MLB,CLE,Runs,KC,0.5,demon
Gavin Williams,MLB,CLE,Pitcher Strikeouts,KC,6.5,demon
Bo Naylor,MLB,CLE,Total Bases,KC,2.5,demon
Bo Naylor,MLB,CLE,Total Bases,KC,3.5,demon
Lane Thomas,MLB,CLE,RBIs,KC,0.5,demon
Bobby Witt Jr.,MLB,KC,RBIs,CLE,1.5,demon
Bobby Witt Jr.,MLB,KC,Home Runs,CLE,0.5,demon
Brayan Rocchio,MLB,CLE,RBIs,KC,0.5,demon
Lane Thomas,MLB,CLE,RBIs,KC,1.5,demon
Kyle Manzardo,MLB,CLE,Total Bases,KC,2.5,demon
José Ramírez,MLB,CLE,Runs,KC,1.5,demon
MJ Melendez,MLB,KC,Total Bases,CLE,1.5,demon
José Ramírez,MLB,CLE,RBIs,KC,1.5,demon
Seth Lugo,MLB,KC,Pitcher Strikeouts,CLE,3.5,goblin
Bo Naylor,MLB,CLE,RBIs,KC,0.5,demon
Lane Thomas,MLB,CLE,Doubles,KC,0.5,demon
Brayan Rocchio,MLB,CLE,Runs,KC,0.5,demon
Kyle Manzardo,MLB,CLE,Total Bases,KC,1.5,demon
Bo Naylor,MLB,CLE,Home Runs,KC,0.5,demon
MJ Melendez,MLB,KC,Singles,CLE,0.5,demon
Yordan Alvarez,MLB,HOU,Home Runs,NYM,0.5,demon
Gavin Williams,MLB,CLE,Pitcher Strikeouts,KC,4.5,standard
Seth Lugo,MLB,KC,Pitcher Fantasy Score,CLE,26.5,standard
Corbin Carroll,MLB,AZ,Home Runs,CHC,0.5,demon
Cavan Biggio,MLB,KC,Total Bases,CLE,0.5,standard
